ts,alert_type,src_ip,dst_ip,details
2025-08-04 22:40:43,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 827 packets to 192.168.1.109 in 19 s
2025-08-04 10:35:27,DDoS,135.97.14.21,192.168.1.109,"54 sources, 1943 packets → 192.168.1.109 in 17 s"
2025-08-05 02:56:06,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 148 ports in 10 s
2025-08-04 23:14:59,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 1107 SYN packets in 7 s"
2025-08-04 12:35:21,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 136 ports in 4 s
2025-08-04 20:13:06,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 1326 SYN packets in 8 s"
2025-08-05 00:26:43,DDoS,192.72.98.152,192.168.1.109,"66 sources, 4370 packets → 192.168.1.109 in 12 s"
2025-08-04 18:03:25,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 81 ports in 1 s
2025-08-04 11:36:41,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 1103 SYN packets in 10 s"
2025-08-04 23:05:23,DDoS,188.97.74.179,192.168.1.109,"35 sources, 1089 packets → 192.168.1.109 in 17 s"
2025-08-04 15:03:25,SYN Flood,169.96.103.60,192.168.1.109,"SYN flood from 169.96.103.60, 978 SYN packets in 4 s"
2025-08-05 08:05:36,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 132 ports in 7 s
2025-08-05 02:01:20,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 136 ports in 4 s
2025-08-05 01:43:33,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 968 packets to 192.168.1.109 in 7 s
2025-08-04 13:32:37,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1313 packets to 192.168.1.109 in 12 s
2025-08-05 06:08:25,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 1339 SYN packets in 1 s"
2025-08-04 11:36:30,DDoS,188.97.74.179,192.168.1.109,"81 sources, 3535 packets → 192.168.1.109 in 8 s"
2025-08-05 08:27:05,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 1088 packets to 192.168.1.109 in 14 s
2025-08-04 23:48:10,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 915 SYN packets in 2 s"
2025-08-04 23:13:23,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 55 ports in 5 s
2025-08-04 15:40:30,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 886 SYN packets in 2 s"
2025-08-04 23:54:01,DDoS,188.97.74.179,192.168.1.109,"74 sources, 4384 packets → 192.168.1.109 in 9 s"
2025-08-05 09:44:31,DDoS,144.71.175.144,192.168.1.109,"94 sources, 3855 packets → 192.168.1.109 in 17 s"
2025-08-05 02:00:54,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 958 SYN packets in 6 s"
2025-08-05 00:07:48,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 526 packets to 192.168.1.109 in 11 s
2025-08-04 15:39:52,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 909 SYN packets in 4 s"
2025-08-04 16:38:48,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1326 SYN packets in 1 s"
2025-08-05 04:59:27,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 68 ports in 9 s
2025-08-04 20:04:41,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 105 ports in 4 s
2025-08-05 05:56:15,DDoS,219.130.202.109,192.168.1.109,"32 sources, 4690 packets → 192.168.1.109 in 14 s"
2025-08-05 01:20:24,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 815 SYN packets in 6 s"
2025-08-05 09:42:02,DDoS,16.59.0.134,192.168.1.109,"42 sources, 3768 packets → 192.168.1.109 in 16 s"
2025-08-05 07:35:25,DDoS,192.221.120.3,192.168.1.109,"78 sources, 2484 packets → 192.168.1.109 in 13 s"
2025-08-05 06:01:38,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1055 packets to 192.168.1.109 in 10 s
2025-08-04 12:40:57,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1080 SYN packets in 8 s"
2025-08-05 01:55:33,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 1139 SYN packets in 2 s"
2025-08-04 18:51:27,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 74 ports in 5 s
2025-08-05 02:36:59,DDoS,135.97.14.21,192.168.1.109,"57 sources, 2553 packets → 192.168.1.109 in 20 s"
2025-08-04 21:08:33,DDoS,135.97.14.21,192.168.1.109,"73 sources, 4303 packets → 192.168.1.109 in 7 s"
2025-08-05 03:02:19,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 985 packets to 192.168.1.109 in 5 s
2025-08-05 01:21:18,SYN Flood,169.96.103.60,192.168.1.109,"SYN flood from 169.96.103.60, 1223 SYN packets in 7 s"
2025-08-05 08:20:05,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 1496 SYN packets in 6 s"
2025-08-04 20:34:18,DDoS,180.252.123.192,192.168.1.109,"80 sources, 3906 packets → 192.168.1.109 in 16 s"
2025-08-05 06:40:54,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1285 packets to 192.168.1.109 in 17 s
2025-08-04 22:06:35,DDoS,192.72.98.152,192.168.1.109,"33 sources, 4498 packets → 192.168.1.109 in 12 s"
2025-08-05 08:24:41,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 103 ports in 9 s
2025-08-04 19:50:55,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 68 ports in 5 s
2025-08-05 05:56:43,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1284 packets to 192.168.1.109 in 12 s
2025-08-04 15:35:26,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 1185 packets to 192.168.1.109 in 17 s
2025-08-04 22:31:34,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 75 ports in 1 s
2025-08-04 23:57:34,DDoS,169.96.103.60,192.168.1.109,"41 sources, 4333 packets → 192.168.1.109 in 20 s"
2025-08-04 21:52:16,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 104 ports in 8 s
2025-08-04 23:09:26,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 979 SYN packets in 4 s"
2025-08-05 06:55:11,DDoS,188.97.74.179,192.168.1.109,"91 sources, 1112 packets → 192.168.1.109 in 12 s"
2025-08-05 10:12:36,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 102 ports in 7 s
2025-08-04 17:30:29,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1799 packets to 192.168.1.109 in 11 s
2025-08-05 06:05:22,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 1996 packets to 192.168.1.109 in 18 s
2025-08-04 11:09:28,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 1205 packets to 192.168.1.109 in 19 s
2025-08-04 11:50:09,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 56 ports in 3 s
2025-08-05 03:33:24,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1137 SYN packets in 2 s"
2025-08-05 01:26:57,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 55 ports in 6 s
2025-08-05 05:29:11,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 890 SYN packets in 10 s"
2025-08-05 02:08:08,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 809 SYN packets in 1 s"
2025-08-05 09:45:02,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1098 packets to 192.168.1.109 in 6 s
2025-08-05 09:04:40,DDoS,20.218.159.191,192.168.1.109,"94 sources, 1103 packets → 192.168.1.109 in 14 s"
2025-08-04 22:36:27,DDoS,144.71.175.144,192.168.1.109,"38 sources, 2655 packets → 192.168.1.109 in 20 s"
2025-08-05 06:52:00,DDoS,192.72.98.152,192.168.1.109,"38 sources, 3772 packets → 192.168.1.109 in 8 s"
2025-08-05 01:23:26,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 1147 SYN packets in 8 s"
2025-08-05 02:35:03,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 80 ports in 8 s
2025-08-04 18:05:22,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 1037 SYN packets in 8 s"
2025-08-04 22:24:24,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 962 SYN packets in 4 s"
2025-08-05 04:51:42,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 1125 packets to 192.168.1.109 in 20 s
2025-08-04 17:29:30,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1302 SYN packets in 5 s"
2025-08-04 18:25:08,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 525 SYN packets in 8 s"
2025-08-05 04:36:55,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1013 packets to 192.168.1.109 in 6 s
2025-08-05 02:23:08,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 133 ports in 1 s
2025-08-04 13:54:41,DDoS,188.97.74.179,192.168.1.109,"76 sources, 3014 packets → 192.168.1.109 in 6 s"
2025-08-05 01:10:21,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 884 SYN packets in 2 s"
2025-08-04 16:19:13,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1514 packets to 192.168.1.109 in 15 s
2025-08-05 02:26:47,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 131 ports in 10 s
2025-08-04 15:59:00,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 125 ports in 6 s
2025-08-05 06:07:03,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1129 packets to 192.168.1.109 in 18 s
2025-08-04 13:34:26,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 107 ports in 7 s
2025-08-04 13:01:11,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 974 SYN packets in 5 s"
2025-08-04 14:22:44,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 784 SYN packets in 5 s"
2025-08-05 05:21:50,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 1302 packets to 192.168.1.109 in 7 s
2025-08-04 23:56:31,DDoS,219.130.202.109,192.168.1.109,"29 sources, 4096 packets → 192.168.1.109 in 15 s"
2025-08-04 11:10:49,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 859 SYN packets in 8 s"
2025-08-05 01:38:07,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 130 ports in 3 s
2025-08-04 17:30:08,DDoS,20.218.159.191,192.168.1.109,"82 sources, 3160 packets → 192.168.1.109 in 9 s"
2025-08-04 10:50:07,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 962 packets to 192.168.1.109 in 15 s
2025-08-05 01:52:33,DDoS,219.130.202.109,192.168.1.109,"48 sources, 3369 packets → 192.168.1.109 in 12 s"
2025-08-05 05:25:53,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1950 packets to 192.168.1.109 in 10 s
2025-08-05 00:18:48,DDoS,188.97.74.179,192.168.1.109,"20 sources, 4592 packets → 192.168.1.109 in 20 s"
2025-08-04 20:08:16,DDoS,144.71.175.144,192.168.1.109,"42 sources, 4561 packets → 192.168.1.109 in 9 s"
2025-08-04 18:45:32,DDoS,219.130.202.109,192.168.1.109,"28 sources, 3557 packets → 192.168.1.109 in 6 s"
2025-08-05 03:53:30,DDoS,135.97.14.21,192.168.1.109,"69 sources, 4862 packets → 192.168.1.109 in 17 s"
2025-08-05 07:41:01,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 910 SYN packets in 4 s"
2025-08-04 14:56:07,DDoS,20.218.159.191,192.168.1.109,"50 sources, 3792 packets → 192.168.1.109 in 9 s"
2025-08-05 03:22:38,DDoS,16.59.0.134,192.168.1.109,"91 sources, 3492 packets → 192.168.1.109 in 9 s"
2025-08-05 00:44:51,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1712 packets to 192.168.1.109 in 17 s
2025-08-05 02:48:41,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 801 packets to 192.168.1.109 in 19 s
2025-08-04 16:46:02,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 1046 SYN packets in 10 s"
2025-08-04 21:32:05,DDoS,135.97.14.21,192.168.1.109,"31 sources, 3935 packets → 192.168.1.109 in 8 s"
2025-08-04 19:53:47,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 930 SYN packets in 10 s"
2025-08-04 14:57:46,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1059 packets to 192.168.1.109 in 7 s
2025-08-05 01:29:13,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 1647 packets to 192.168.1.109 in 10 s
2025-08-05 02:48:07,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1738 packets to 192.168.1.109 in 9 s
2025-08-05 07:45:13,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 667 SYN packets in 3 s"
2025-08-05 08:28:57,DDoS,192.72.98.152,192.168.1.109,"86 sources, 2408 packets → 192.168.1.109 in 19 s"
2025-08-05 10:01:43,DDoS,192.72.98.152,192.168.1.109,"44 sources, 2880 packets → 192.168.1.109 in 19 s"
2025-08-05 04:08:04,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 787 SYN packets in 5 s"
2025-08-05 00:20:46,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1255 SYN packets in 6 s"
2025-08-05 08:39:23,DDoS,188.97.74.179,192.168.1.109,"32 sources, 2685 packets → 192.168.1.109 in 16 s"
2025-08-04 11:10:42,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 52 ports in 7 s
2025-08-04 19:57:58,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 710 packets to 192.168.1.109 in 13 s
2025-08-05 04:25:05,DDoS,135.97.14.21,192.168.1.109,"89 sources, 1039 packets → 192.168.1.109 in 16 s"
2025-08-05 02:47:20,DDoS,135.97.14.21,192.168.1.109,"84 sources, 3901 packets → 192.168.1.109 in 16 s"
2025-08-04 23:58:42,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1979 packets to 192.168.1.109 in 7 s
2025-08-04 15:48:35,DDoS,192.221.120.3,192.168.1.109,"39 sources, 3515 packets → 192.168.1.109 in 5 s"
2025-08-05 05:32:54,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1944 packets to 192.168.1.109 in 18 s
2025-08-04 11:39:13,SYN Flood,169.96.103.60,192.168.1.109,"SYN flood from 169.96.103.60, 1084 SYN packets in 3 s"
2025-08-04 11:44:17,DDoS,219.130.202.109,192.168.1.109,"90 sources, 3611 packets → 192.168.1.109 in 12 s"
2025-08-05 08:15:16,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 501 packets to 192.168.1.109 in 12 s
2025-08-04 17:34:49,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 915 SYN packets in 5 s"
2025-08-04 23:05:34,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 69 ports in 7 s
2025-08-05 04:06:54,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1568 packets to 192.168.1.109 in 6 s
2025-08-04 20:05:24,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 121 ports in 5 s
2025-08-04 15:16:14,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 1067 SYN packets in 9 s"
2025-08-05 06:56:12,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1289 packets to 192.168.1.109 in 18 s
2025-08-04 14:53:47,DDoS,169.96.103.60,192.168.1.109,"73 sources, 1550 packets → 192.168.1.109 in 14 s"
2025-08-04 16:12:09,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 1317 SYN packets in 8 s"
2025-08-04 11:54:14,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1463 SYN packets in 8 s"
2025-08-04 13:48:56,DDoS,192.72.98.152,192.168.1.109,"80 sources, 3390 packets → 192.168.1.109 in 18 s"
2025-08-04 14:24:30,DDoS,192.72.98.152,192.168.1.109,"41 sources, 3418 packets → 192.168.1.109 in 18 s"
2025-08-05 01:49:25,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 635 packets to 192.168.1.109 in 11 s
2025-08-04 15:31:41,DDoS,169.96.103.60,192.168.1.109,"58 sources, 3835 packets → 192.168.1.109 in 16 s"
2025-08-05 01:13:18,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 99 ports in 3 s
2025-08-04 19:47:22,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 1026 SYN packets in 3 s"
2025-08-04 15:51:41,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 57 ports in 3 s
2025-08-04 15:36:48,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 77 ports in 9 s
2025-08-05 05:52:14,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 134 ports in 8 s
2025-08-05 04:26:48,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 112 ports in 7 s
2025-08-05 07:06:16,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 79 ports in 7 s
2025-08-04 20:21:49,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 76 ports in 9 s
2025-08-04 11:31:28,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1021 packets to 192.168.1.109 in 10 s
2025-08-04 11:55:46,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 120 ports in 9 s
2025-08-05 10:17:10,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 75 ports in 3 s
2025-08-05 08:58:13,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1650 packets to 192.168.1.109 in 10 s
2025-08-04 14:28:14,DDoS,169.96.103.60,192.168.1.109,"78 sources, 2347 packets → 192.168.1.109 in 11 s"
2025-08-05 04:57:30,DDoS,144.71.175.144,192.168.1.109,"43 sources, 4121 packets → 192.168.1.109 in 9 s"
2025-08-04 19:42:57,DDoS,192.221.120.3,192.168.1.109,"71 sources, 1008 packets → 192.168.1.109 in 17 s"
2025-08-04 18:06:22,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 512 SYN packets in 8 s"
2025-08-05 08:49:29,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1241 SYN packets in 7 s"
2025-08-04 10:38:32,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1114 packets to 192.168.1.109 in 20 s
2025-08-04 13:14:11,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 1225 SYN packets in 6 s"
2025-08-04 13:04:58,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1067 packets to 192.168.1.109 in 19 s
2025-08-05 10:33:21,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 84 ports in 9 s
2025-08-04 20:49:12,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 79 ports in 2 s
2025-08-05 09:09:35,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1558 packets to 192.168.1.109 in 10 s
2025-08-04 19:15:38,DDoS,20.218.159.191,192.168.1.109,"93 sources, 1706 packets → 192.168.1.109 in 8 s"
2025-08-05 10:25:36,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 792 SYN packets in 8 s"
2025-08-05 01:59:01,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1281 packets to 192.168.1.109 in 20 s
2025-08-05 04:15:03,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 851 packets to 192.168.1.109 in 16 s
2025-08-04 18:25:54,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 120 ports in 8 s
2025-08-05 08:25:02,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 1255 SYN packets in 8 s"
2025-08-05 00:02:03,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 833 SYN packets in 1 s"
2025-08-05 02:49:49,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 150 ports in 8 s
2025-08-04 20:43:51,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 729 SYN packets in 2 s"
2025-08-04 18:40:31,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1132 SYN packets in 8 s"
2025-08-04 11:48:46,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 128 ports in 2 s
2025-08-05 08:57:30,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1963 packets to 192.168.1.109 in 19 s
2025-08-05 01:48:39,DDoS,192.72.98.152,192.168.1.109,"27 sources, 2976 packets → 192.168.1.109 in 15 s"
2025-08-05 05:08:04,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 881 packets to 192.168.1.109 in 12 s
2025-08-04 23:50:29,DDoS,192.72.98.152,192.168.1.109,"43 sources, 2195 packets → 192.168.1.109 in 8 s"
2025-08-04 17:04:59,DDoS,180.252.123.192,192.168.1.109,"95 sources, 1369 packets → 192.168.1.109 in 20 s"
2025-08-05 05:12:51,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 1086 SYN packets in 10 s"
2025-08-04 16:10:23,DDoS,192.72.98.152,192.168.1.109,"31 sources, 2790 packets → 192.168.1.109 in 11 s"
2025-08-04 12:57:10,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1281 packets to 192.168.1.109 in 7 s
2025-08-04 23:07:21,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 141 ports in 10 s
2025-08-05 02:35:54,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 82 ports in 6 s
2025-08-04 14:59:33,DDoS,192.221.120.3,192.168.1.109,"98 sources, 2859 packets → 192.168.1.109 in 17 s"
2025-08-04 20:04:18,DDoS,192.221.120.3,192.168.1.109,"37 sources, 4358 packets → 192.168.1.109 in 20 s"
2025-08-04 17:31:08,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 90 ports in 2 s
2025-08-04 17:42:43,DDoS,16.59.0.134,192.168.1.109,"84 sources, 2681 packets → 192.168.1.109 in 20 s"
2025-08-04 11:10:08,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 53 ports in 3 s
2025-08-05 06:44:45,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 911 SYN packets in 10 s"
2025-08-04 23:12:14,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 88 ports in 6 s
2025-08-04 11:26:49,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 127 ports in 8 s
2025-08-04 21:18:31,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 953 SYN packets in 7 s"
2025-08-05 03:04:39,DDoS,135.97.14.21,192.168.1.109,"74 sources, 2709 packets → 192.168.1.109 in 13 s"
2025-08-04 18:10:12,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 1485 SYN packets in 6 s"
2025-08-05 09:04:00,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 61 ports in 9 s
2025-08-05 01:59:06,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 1294 SYN packets in 7 s"
2025-08-04 14:48:15,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 1212 SYN packets in 1 s"
2025-08-04 13:02:59,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 90 ports in 8 s
2025-08-04 23:20:34,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 62 ports in 2 s
2025-08-05 01:41:38,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 862 SYN packets in 3 s"
2025-08-05 08:01:51,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 1333 SYN packets in 2 s"
2025-08-05 04:35:29,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 1060 packets to 192.168.1.109 in 19 s
2025-08-05 02:21:50,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 91 ports in 1 s
2025-08-04 20:23:07,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 664 SYN packets in 8 s"
2025-08-05 04:04:06,DDoS,180.252.123.192,192.168.1.109,"21 sources, 3228 packets → 192.168.1.109 in 16 s"
2025-08-04 15:56:08,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1504 packets to 192.168.1.109 in 14 s
2025-08-05 08:45:37,DDoS,188.97.74.179,192.168.1.109,"22 sources, 1688 packets → 192.168.1.109 in 15 s"
2025-08-04 13:03:57,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 69 ports in 9 s
2025-08-04 21:38:08,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1911 packets to 192.168.1.109 in 8 s
2025-08-04 21:29:34,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 113 ports in 3 s
2025-08-04 13:11:57,DDoS,144.71.175.144,192.168.1.109,"36 sources, 4132 packets → 192.168.1.109 in 16 s"
2025-08-04 12:26:49,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 924 SYN packets in 6 s"
2025-08-04 23:52:16,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1153 packets to 192.168.1.109 in 14 s
2025-08-04 21:33:24,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 62 ports in 8 s
2025-08-04 22:50:20,DDoS,169.96.103.60,192.168.1.109,"79 sources, 1302 packets → 192.168.1.109 in 5 s"
2025-08-04 20:20:30,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1110 packets to 192.168.1.109 in 19 s
2025-08-04 22:08:14,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 1367 SYN packets in 8 s"
2025-08-05 07:12:19,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 129 ports in 1 s
2025-08-04 15:17:50,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 98 ports in 1 s
2025-08-05 00:12:27,DDoS,192.72.98.152,192.168.1.109,"57 sources, 4832 packets → 192.168.1.109 in 14 s"
2025-08-04 12:42:10,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 987 packets to 192.168.1.109 in 9 s
2025-08-05 08:08:00,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 94 ports in 3 s
2025-08-04 18:02:19,DDoS,192.221.120.3,192.168.1.109,"29 sources, 4551 packets → 192.168.1.109 in 11 s"
