ts,alert_type,src_ip,dst_ip,details,model_name
2025-08-07 23:10:40,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 824 packets to 192.168.1.109 in 19 s,Decision Tree
2025-08-08 05:32:07,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 53 ports in 6 s,Random Forest
2025-08-08 17:42:15,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 116 ports in 2 s,Random Forest
2025-08-08 18:11:41,DDoS,160.131.131.225,192.168.1.109,"93 sources, 1652 packets → 192.168.1.109 in 15 s",Random Forest
2025-08-07 11:32:57,DDoS,171.128.117.50,192.168.1.109,"24 sources, 4991 packets → 192.168.1.109 in 12 s",Linear SVM
2025-08-08 15:12:53,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 1386 SYN packets in 7 s",Linear SVM
2025-08-08 11:27:08,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 1163 packets to 192.168.1.109 in 14 s,Random Forest
2025-08-08 02:30:17,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 142 ports in 8 s,Decision Tree
2025-08-07 15:59:19,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 1487 SYN packets in 10 s",Linear SVM
2025-08-08 05:44:48,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 1350 SYN packets in 8 s",Random Forest
2025-08-07 23:36:54,DDoS,202.144.204.132,192.168.1.109,"34 sources, 2879 packets → 192.168.1.109 in 10 s",Random Forest
2025-08-08 10:37:29,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 1269 packets to 192.168.1.109 in 18 s,Decision Tree
2025-08-08 02:15:34,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 73 ports in 9 s,Linear SVM
2025-08-07 12:03:24,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 1712 packets to 192.168.1.109 in 17 s,Decision Tree
2025-08-08 05:10:05,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 799 packets to 192.168.1.109 in 15 s,Linear SVM
2025-08-08 03:03:25,DDoS,102.122.195.70,192.168.1.109,"72 sources, 1387 packets → 192.168.1.109 in 17 s",Random Forest
2025-08-08 11:40:31,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 65 ports in 10 s,Decision Tree
2025-08-07 19:53:23,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 120 ports in 4 s,Random Forest
2025-08-08 05:40:46,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1159 packets to 192.168.1.109 in 6 s,Decision Tree
2025-08-08 16:50:30,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 129 ports in 3 s,Random Forest
2025-08-08 15:55:11,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 505 SYN packets in 10 s",Decision Tree
2025-08-08 09:33:46,DDoS,171.128.117.50,192.168.1.109,"57 sources, 1425 packets → 192.168.1.109 in 18 s",Decision Tree
2025-08-06 21:15:18,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 836 packets to 192.168.1.109 in 13 s,Decision Tree
2025-08-07 05:14:04,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 1724 packets to 192.168.1.109 in 7 s,Decision Tree
2025-08-07 20:10:44,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 105 ports in 4 s,Decision Tree
2025-08-08 05:01:37,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 1318 SYN packets in 4 s",Decision Tree
2025-08-07 06:55:39,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 86 ports in 8 s,Linear SVM
2025-08-07 20:23:52,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 637 SYN packets in 10 s",Decision Tree
2025-08-08 04:09:51,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 653 SYN packets in 10 s",Random Forest
2025-08-07 11:35:54,DDoS,199.41.115.196,192.168.1.109,"22 sources, 2888 packets → 192.168.1.109 in 11 s",Random Forest
2025-08-08 11:29:23,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1303 SYN packets in 8 s",Linear SVM
2025-08-08 17:48:22,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 1275 packets to 192.168.1.109 in 6 s,Linear SVM
2025-08-07 08:31:23,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 74 ports in 6 s,Decision Tree
2025-08-07 16:17:52,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 108 ports in 7 s,Random Forest
2025-08-08 02:04:17,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 63 ports in 4 s,Random Forest
2025-08-07 20:13:24,DDoS,173.104.27.33,192.168.1.109,"68 sources, 1340 packets → 192.168.1.109 in 17 s",Linear SVM
2025-08-07 16:29:59,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1245 SYN packets in 9 s",Random Forest
2025-08-07 21:44:08,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 1097 SYN packets in 3 s",Decision Tree
2025-08-07 06:22:58,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 77 ports in 9 s,Linear SVM
2025-08-07 15:21:38,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1097 packets to 192.168.1.109 in 7 s,Decision Tree
2025-08-08 14:08:31,DDoS,202.144.204.132,192.168.1.109,"40 sources, 1661 packets → 192.168.1.109 in 7 s",Linear SVM
2025-08-07 06:48:46,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 53 ports in 7 s,Linear SVM
2025-08-06 22:19:22,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1246 packets to 192.168.1.109 in 11 s,Decision Tree
2025-08-07 18:43:49,DDoS,102.122.195.70,192.168.1.109,"76 sources, 2068 packets → 192.168.1.109 in 6 s",Random Forest
2025-08-07 19:34:50,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 72 ports in 1 s,Random Forest
2025-08-07 17:13:59,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 114 ports in 8 s,Decision Tree
2025-08-07 23:42:06,DDoS,173.104.27.33,192.168.1.109,"65 sources, 2050 packets → 192.168.1.109 in 10 s",Linear SVM
2025-08-06 22:32:58,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 837 packets to 192.168.1.109 in 14 s,Random Forest
2025-08-08 13:58:24,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 662 SYN packets in 8 s",Linear SVM
2025-08-06 22:48:30,DDoS,121.40.229.158,192.168.1.109,"55 sources, 2201 packets → 192.168.1.109 in 16 s",Random Forest
2025-08-08 06:25:39,DDoS,202.144.204.132,192.168.1.109,"68 sources, 3371 packets → 192.168.1.109 in 11 s",Linear SVM
2025-08-06 21:02:01,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 1195 packets to 192.168.1.109 in 19 s,Random Forest
2025-08-07 21:59:40,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 881 SYN packets in 4 s",Decision Tree
2025-08-08 01:03:41,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 64 ports in 4 s,Linear SVM
2025-08-08 02:51:57,DoS,173.104.27.33,192.168.1.109,173.104.27.33 sent 955 packets to 192.168.1.109 in 10 s,Random Forest
2025-08-07 08:42:19,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 506 packets to 192.168.1.109 in 10 s,Linear SVM
2025-08-06 23:21:33,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 150 ports in 3 s,Random Forest
2025-08-08 00:28:38,DDoS,106.238.102.25,192.168.1.109,"33 sources, 1495 packets → 192.168.1.109 in 20 s",Decision Tree
2025-08-06 23:51:50,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 1244 SYN packets in 3 s",Linear SVM
2025-08-07 20:24:16,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 1197 SYN packets in 5 s",Decision Tree
2025-08-07 05:55:09,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 1022 packets to 192.168.1.109 in 7 s,Linear SVM
2025-08-07 01:20:33,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1561 packets to 192.168.1.109 in 15 s,Random Forest
2025-08-08 10:26:09,DDoS,106.238.102.25,192.168.1.109,"58 sources, 1375 packets → 192.168.1.109 in 19 s",Linear SVM
2025-08-07 13:17:15,DDoS,171.128.117.50,192.168.1.109,"55 sources, 1620 packets → 192.168.1.109 in 9 s",Random Forest
2025-08-07 20:15:42,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 108 ports in 10 s,Linear SVM
2025-08-08 02:39:40,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 582 SYN packets in 9 s",Random Forest
2025-08-07 13:19:34,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 71 ports in 6 s,Decision Tree
2025-08-08 02:00:43,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 1088 SYN packets in 9 s",Linear SVM
2025-08-07 16:59:22,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1645 packets to 192.168.1.109 in 14 s,Linear SVM
2025-08-08 02:08:06,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 115 ports in 4 s,Decision Tree
2025-08-08 04:11:57,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1765 packets to 192.168.1.109 in 9 s,Random Forest
2025-08-08 11:49:35,DDoS,160.131.131.225,192.168.1.109,"77 sources, 2827 packets → 192.168.1.109 in 14 s",Linear SVM
2025-08-07 04:50:27,DDoS,199.41.115.196,192.168.1.109,"84 sources, 1984 packets → 192.168.1.109 in 14 s",Random Forest
2025-08-07 07:30:32,DDoS,171.128.117.50,192.168.1.109,"81 sources, 2017 packets → 192.168.1.109 in 17 s",Decision Tree
2025-08-07 02:18:48,DDoS,173.104.27.33,192.168.1.109,"82 sources, 1646 packets → 192.168.1.109 in 14 s",Decision Tree
2025-08-08 12:50:45,DDoS,199.41.115.196,192.168.1.109,"20 sources, 4478 packets → 192.168.1.109 in 16 s",Decision Tree
2025-08-07 13:47:55,DDoS,160.131.131.225,192.168.1.109,"54 sources, 2628 packets → 192.168.1.109 in 15 s",Decision Tree
2025-08-08 17:50:05,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 1379 SYN packets in 1 s",Random Forest
2025-08-08 04:39:17,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 61 ports in 1 s,Linear SVM
2025-08-07 22:44:52,DDoS,207.106.9.199,192.168.1.109,"73 sources, 3866 packets → 192.168.1.109 in 11 s",Decision Tree
2025-08-07 17:56:03,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 766 SYN packets in 9 s",Random Forest
2025-08-08 07:44:04,DDoS,202.144.204.132,192.168.1.109,"94 sources, 2469 packets → 192.168.1.109 in 19 s",Random Forest
2025-08-08 07:15:21,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 667 SYN packets in 5 s",Decision Tree
2025-08-07 20:19:09,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 830 SYN packets in 7 s",Random Forest
2025-08-08 16:02:45,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 801 packets to 192.168.1.109 in 15 s,Random Forest
2025-08-08 08:10:52,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1375 packets to 192.168.1.109 in 18 s,Decision Tree
2025-08-07 20:19:42,SYN Flood,116.17.206.208,192.168.1.109,"SYN flood from 116.17.206.208, 515 SYN packets in 3 s",Random Forest
2025-08-08 03:24:15,DDoS,106.238.102.25,192.168.1.109,"39 sources, 1497 packets → 192.168.1.109 in 9 s",Linear SVM
2025-08-06 20:23:37,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 104 ports in 5 s,Linear SVM
2025-08-07 17:39:46,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 1381 packets to 192.168.1.109 in 14 s,Decision Tree
2025-08-06 22:52:25,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 839 packets to 192.168.1.109 in 8 s,Random Forest
2025-08-06 22:39:29,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 1290 SYN packets in 4 s",Random Forest
2025-08-08 06:24:28,DDoS,121.40.229.158,192.168.1.109,"58 sources, 2101 packets → 192.168.1.109 in 7 s",Linear SVM
2025-08-07 16:44:23,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 507 SYN packets in 1 s",Random Forest
2025-08-08 15:46:57,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 1398 SYN packets in 4 s",Random Forest
2025-08-08 02:16:26,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 1838 packets to 192.168.1.109 in 7 s,Random Forest
2025-08-07 04:56:50,DDoS,160.131.131.225,192.168.1.109,"65 sources, 1649 packets → 192.168.1.109 in 20 s",Decision Tree
2025-08-07 14:43:22,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 585 packets to 192.168.1.109 in 19 s,Decision Tree
2025-08-08 10:06:37,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 1110 packets to 192.168.1.109 in 14 s,Linear SVM
2025-08-07 01:12:10,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 508 packets to 192.168.1.109 in 11 s,Random Forest
2025-08-07 23:13:26,DDoS,160.131.131.225,192.168.1.109,"99 sources, 3732 packets → 192.168.1.109 in 7 s",Random Forest
2025-08-06 20:02:18,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1275 packets to 192.168.1.109 in 14 s,Decision Tree
2025-08-08 15:37:08,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 980 SYN packets in 9 s",Decision Tree
2025-08-08 13:37:32,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 879 SYN packets in 9 s",Random Forest
2025-08-07 15:48:48,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1074 packets to 192.168.1.109 in 5 s,Random Forest
2025-08-07 09:07:41,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 554 packets to 192.168.1.109 in 8 s,Linear SVM
2025-08-08 18:29:32,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 55 ports in 6 s,Linear SVM
2025-08-06 23:19:10,DDoS,171.128.117.50,192.168.1.109,"69 sources, 3518 packets → 192.168.1.109 in 9 s",Decision Tree
2025-08-07 05:08:31,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 130 ports in 2 s,Decision Tree
2025-08-08 03:32:12,DDoS,106.238.102.25,192.168.1.109,"87 sources, 3540 packets → 192.168.1.109 in 17 s",Decision Tree
2025-08-07 20:25:16,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1591 packets to 192.168.1.109 in 6 s,Linear SVM
2025-08-06 23:39:21,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 931 packets to 192.168.1.109 in 5 s,Random Forest
2025-08-07 02:39:33,DDoS,160.131.131.225,192.168.1.109,"54 sources, 4506 packets → 192.168.1.109 in 13 s",Linear SVM
2025-08-07 02:08:37,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 1143 SYN packets in 9 s",Random Forest
2025-08-07 08:17:14,DDoS,102.122.195.70,192.168.1.109,"93 sources, 2909 packets → 192.168.1.109 in 11 s",Random Forest
2025-08-07 19:59:10,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 907 SYN packets in 8 s",Linear SVM
2025-08-08 10:08:27,DDoS,207.106.9.199,192.168.1.109,"66 sources, 1167 packets → 192.168.1.109 in 13 s",Random Forest
2025-08-07 01:55:59,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 1162 SYN packets in 4 s",Linear SVM
2025-08-08 07:55:55,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 127 ports in 4 s,Decision Tree
2025-08-07 01:53:09,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 141 ports in 10 s,Linear SVM
2025-08-08 04:28:01,DDoS,121.40.229.158,192.168.1.109,"20 sources, 1695 packets → 192.168.1.109 in 16 s",Random Forest
2025-08-08 12:45:06,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 134 ports in 2 s,Decision Tree
2025-08-07 05:52:57,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1812 packets to 192.168.1.109 in 9 s,Random Forest
2025-08-07 00:50:02,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 99 ports in 3 s,Random Forest
2025-08-07 17:45:46,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 643 SYN packets in 6 s",Linear SVM
2025-08-07 23:00:33,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 1386 SYN packets in 2 s",Linear SVM
2025-08-07 06:50:05,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 1070 SYN packets in 9 s",Random Forest
2025-08-07 12:53:39,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 1373 packets to 192.168.1.109 in 5 s,Decision Tree
2025-08-08 01:44:11,DDoS,171.128.117.50,192.168.1.109,"20 sources, 3955 packets → 192.168.1.109 in 19 s",Decision Tree
2025-08-07 15:43:13,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 540 SYN packets in 8 s",Decision Tree
2025-08-07 06:08:23,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 117 ports in 2 s,Linear SVM
2025-08-07 23:12:02,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 1275 packets to 192.168.1.109 in 16 s,Decision Tree
2025-08-07 16:40:45,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 78 ports in 8 s,Random Forest
2025-08-07 18:20:54,DDoS,171.128.117.50,192.168.1.109,"54 sources, 2293 packets → 192.168.1.109 in 19 s",Decision Tree
2025-08-08 15:41:46,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 83 ports in 7 s,Decision Tree
2025-08-07 01:17:44,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1338 SYN packets in 4 s",Linear SVM
2025-08-07 22:43:46,DDoS,121.40.229.158,192.168.1.109,"98 sources, 2792 packets → 192.168.1.109 in 5 s",Random Forest
2025-08-08 07:49:44,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 1914 packets to 192.168.1.109 in 10 s,Linear SVM
2025-08-07 05:28:20,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 1212 SYN packets in 5 s",Decision Tree
2025-08-06 19:03:30,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 122 ports in 3 s,Linear SVM
2025-08-06 22:50:47,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 1084 packets to 192.168.1.109 in 17 s,Linear SVM
2025-08-07 00:41:07,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 576 SYN packets in 1 s",Linear SVM
2025-08-08 10:42:04,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 116 ports in 8 s,Random Forest
2025-08-08 06:28:58,DDoS,116.17.206.208,192.168.1.109,"46 sources, 1813 packets → 192.168.1.109 in 11 s",Random Forest
2025-08-08 02:19:40,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 66 ports in 1 s,Decision Tree
2025-08-07 12:23:20,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 129 ports in 8 s,Random Forest
2025-08-07 03:01:43,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 88 ports in 3 s,Random Forest
2025-08-07 15:20:35,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 67 ports in 1 s,Linear SVM
2025-08-07 21:50:29,DDoS,171.128.117.50,192.168.1.109,"92 sources, 2291 packets → 192.168.1.109 in 14 s",Random Forest
2025-08-06 21:54:28,DDoS,171.128.117.50,192.168.1.109,"60 sources, 4458 packets → 192.168.1.109 in 7 s",Linear SVM
2025-08-08 01:18:52,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 727 SYN packets in 2 s",Linear SVM
2025-08-08 05:02:39,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 127 ports in 2 s,Linear SVM
2025-08-07 08:34:31,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 139 ports in 8 s,Random Forest
2025-08-08 11:02:02,DDoS,116.17.206.208,192.168.1.109,"51 sources, 2849 packets → 192.168.1.109 in 11 s",Linear SVM
2025-08-08 10:35:30,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1502 packets to 192.168.1.109 in 20 s,Decision Tree
2025-08-07 10:31:24,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 126 ports in 7 s,Linear SVM
2025-08-07 17:13:32,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 113 ports in 10 s,Random Forest
2025-08-08 09:31:42,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 1789 packets to 192.168.1.109 in 15 s,Decision Tree
2025-08-07 01:03:56,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 1709 packets to 192.168.1.109 in 15 s,Linear SVM
2025-08-08 03:43:36,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 150 ports in 1 s,Random Forest
2025-08-07 00:44:07,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1961 packets to 192.168.1.109 in 17 s,Random Forest
2025-08-07 01:08:21,DDoS,106.238.102.25,192.168.1.109,"92 sources, 1985 packets → 192.168.1.109 in 5 s",Random Forest
2025-08-08 07:42:38,DoS,173.104.27.33,192.168.1.109,173.104.27.33 sent 1079 packets to 192.168.1.109 in 13 s,Random Forest
2025-08-08 09:42:58,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 1101 packets to 192.168.1.109 in 16 s,Linear SVM
2025-08-08 11:51:20,DDoS,106.238.102.25,192.168.1.109,"62 sources, 4475 packets → 192.168.1.109 in 14 s",Random Forest
2025-08-08 04:11:27,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 718 SYN packets in 10 s",Linear SVM
2025-08-07 03:53:26,DDoS,171.128.117.50,192.168.1.109,"44 sources, 2482 packets → 192.168.1.109 in 12 s",Linear SVM
2025-08-06 21:58:44,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1553 packets to 192.168.1.109 in 13 s,Linear SVM
2025-08-06 22:39:52,Port Scan,207.106.9.199,192.168.1.109,207.106.9.199 scanned 128 ports in 2 s,Decision Tree
2025-08-08 08:54:23,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 82 ports in 5 s,Linear SVM
2025-08-07 23:49:28,DDoS,121.40.229.158,192.168.1.109,"98 sources, 4327 packets → 192.168.1.109 in 13 s",Decision Tree
2025-08-08 05:25:26,DDoS,121.40.229.158,192.168.1.109,"29 sources, 3374 packets → 192.168.1.109 in 7 s",Decision Tree
2025-08-07 19:23:05,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 862 SYN packets in 3 s",Random Forest
2025-08-07 17:31:36,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 517 SYN packets in 6 s",Linear SVM
2025-08-07 19:25:00,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 134 ports in 9 s,Linear SVM
2025-08-07 09:11:56,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 1409 SYN packets in 3 s",Linear SVM
2025-08-08 02:32:44,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 898 packets to 192.168.1.109 in 6 s,Decision Tree
2025-08-06 22:08:50,DDoS,106.238.102.25,192.168.1.109,"97 sources, 4864 packets → 192.168.1.109 in 11 s",Random Forest
2025-08-08 18:03:54,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1900 packets to 192.168.1.109 in 5 s,Decision Tree
2025-08-08 00:37:18,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 109 ports in 6 s,Linear SVM
2025-08-07 03:35:59,DDoS,106.238.102.25,192.168.1.109,"20 sources, 4184 packets → 192.168.1.109 in 5 s",Decision Tree
2025-08-06 19:53:34,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 1428 SYN packets in 1 s",Random Forest
2025-08-08 14:28:37,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 838 SYN packets in 3 s",Linear SVM
2025-08-07 07:18:11,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 1234 SYN packets in 2 s",Linear SVM
2025-08-07 21:06:43,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 707 packets to 192.168.1.109 in 13 s,Decision Tree
2025-08-07 00:34:57,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 1576 packets to 192.168.1.109 in 15 s,Random Forest
2025-08-08 10:55:24,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 1438 packets to 192.168.1.109 in 18 s,Linear SVM
2025-08-08 02:02:15,DDoS,102.122.195.70,192.168.1.109,"97 sources, 1875 packets → 192.168.1.109 in 15 s",Random Forest
2025-08-07 23:09:17,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 829 SYN packets in 2 s",Linear SVM
2025-08-07 07:30:57,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 78 ports in 3 s,Random Forest
2025-08-08 08:59:12,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 114 ports in 7 s,Decision Tree
2025-08-07 20:27:12,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1958 packets to 192.168.1.109 in 19 s,Random Forest
2025-08-07 10:54:41,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 684 SYN packets in 9 s",Linear SVM
2025-08-07 11:45:27,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 726 packets to 192.168.1.109 in 17 s,Random Forest
2025-08-07 22:05:06,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 1653 packets to 192.168.1.109 in 17 s,Random Forest
2025-08-08 02:09:07,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 1135 packets to 192.168.1.109 in 10 s,Decision Tree
2025-08-07 06:45:37,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 1271 SYN packets in 8 s",Decision Tree
2025-08-07 12:53:33,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 75 ports in 8 s,Linear SVM
2025-08-06 19:43:41,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 1002 SYN packets in 8 s",Random Forest
2025-08-08 05:23:48,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 508 packets to 192.168.1.109 in 13 s,Linear SVM
2025-08-08 17:56:18,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 71 ports in 1 s,Decision Tree
